id,name,level,jiangxinLV,yelinglong,suiyin,props,deco,texiao
2904, 倒提壶·观复, 4, 3, 3, 12000000, 专情：命中+4.5%, 倒提壶后恢复力20点。, 空
2905, 倒提壶·观复, 5, 5, 75, 16000000, 专情：命中+6.5%, 倒提壶后恢复力25点，加速效果额外提升5%, 空
2906, 倒提壶·观复, 6, 8, 150, 20000000, 专情：命中+7%, 倒提壶后恢复力25点，加速效果额外提升10%, 空
2907, 倒提壶·观复, 7, 12, 225, 24000000, 专情：命中+7.5%, 倒提壶后恢复力25点，加速效果额外提升15%, 空
2908, 倒提壶·观复, 8, 16, 3, 80000000, 专情：命中+8%, 倒提壶后恢复力25点，加速效果额外提升20%, 空
2909, 倒提壶·观复, 9, 20, 0, 0, 专情：命中+8%, 倒提壶后恢复力25点，加速效果额外提升25%, 改变丐帮招式《倒提壶》表现
3000, 劈山诀·劲松, 0, 0, 0, 0, 空, 空, 空
3001, 劈山诀·劲松, 1, 0, 115, 4600000, 犀照：会心率+3%, 劈山诀的伤害范围扩大2%, 空
3002, 劈山诀·劲松, 2, 1, 225, 8050000, 犀照：会心率+3.5%, 劈山诀的伤害范围扩大4%, 空
3003, 劈山诀·劲松, 3, 2, 340, 11500000, 犀照：会心率+4%, 劈山诀的伤害范围扩大6%, 空
3004, 劈山诀·劲松, 4, 3, 5, 17300000, 犀照：会心率+4.5%, 劈山诀的伤害范围扩大8%, 空
3005, 劈山诀·劲松, 5, 5, 120, 23050000, 犀照：会心率+5%, 劈山诀的伤害范围扩大10%伤害增加1%, 空
3006, 劈山诀·劲松, 6, 8, 240, 28800000, 犀照：会心率+5.5%, 劈山诀的伤害范围扩大12%伤害增加2%, 空
3007, 劈山诀·劲松, 7, 12, 350, 34550000, 犀照：会心率+6%, 劈山诀的伤害范围扩大14%伤害增加3%, 空
3008, 劈山诀·劲松, 8, 16, 5, 115200000, 犀照：会心率+6.5%, 劈山诀的伤害范围扩大16%伤害增加4%, 空
3009, 劈山诀·劲松, 9, 20, 0, 0, 犀照：会心率+7%, 劈山诀的伤害范围扩大18%伤害增加5%, 改变丐帮招式《劈山诀》表现
3100, 百裂脚·长辛, 0, 0, 0, 0, 空, 空, 空
3101, 百裂脚·长辛, 1, 0, 90, 3850000, 长鸿：韧劲+2%, 百裂脚伤害提升1%, 空
3102, 百裂脚·长辛, 2, 1, 180, 6700000, 长鸿：韧劲+2.5%, 百裂脚伤害增加2%, 空
3103, 百裂脚·长辛, 3, 2, 270, 9600000, 长鸿：韧劲+3%, 百裂脚伤害增加3%, 空
3104, 百裂脚·长辛, 4, 3, 4, 14400000, 长鸿：韧劲+3.5%, 百裂脚伤害增加4%, 空
3105, 百裂脚·长辛, 5, 5, 95, 19200000, 长鸿：韧劲+4%, 百裂脚伤害增加5%满技状态下最后一击伤害额增加2%, 空
3106, 百裂脚·长辛, 6, 8, 190, 24000000, 长鸿：韧劲+4.5%, 百裂脚伤害增加6%满技状态下最后一击伤害额增加3%, 空
3107, 百裂脚·长辛, 7, 12, 280, 28800000, 长鸿：韧劲+5%, 百裂脚伤害增加7%满技状态下最后一击伤害额增加4%, 空
3108, 百裂脚·长辛, 8, 16, 4, 96000000, 长鸿：韧劲+5.5%, 百裂脚伤害增加8%满技状态下最后一击伤害额增加5%, 空
3109, 百裂脚·长辛, 9, 20, 0, 0, 长鸿：韧劲+6%, 百裂脚伤害增加9%满技状态下最后一击伤害额增加6%, 改变丐帮招式《百裂脚》表现
3200, 乳燕归巢·劲松, 0, 0, 0, 0, 空, 空, 空
3201, 乳燕归巢·劲松, 1, 0, 90, 3850000, 长鸿：韧劲+2%, 乳燕归巢宽度增加1%, 空
3202, 乳燕归巢·劲松, 2, 1, 180, 6700000, 长鸿：韧劲+2.5%, 乳燕归巢宽度增加2%, 空
3203, 乳燕归巢·劲松, 3, 2, 270, 9600000, 长鸿：韧劲+3%, 乳燕归巢宽度增加3%, 空
3204, 乳燕归巢·劲松, 4, 3, 4, 14400000, 长鸿：韧劲+3.5%, 乳燕归巢宽度增加4%, 空
3205, 乳燕归巢·劲松, 5, 5, 95, 19200000, 长鸿：韧劲+4%, 乳燕归巢宽度增加5%，命中单体目标时伤害增加2%，群体目标时伤害增加4%, 空
3206, 乳燕归巢·劲松, 6, 8, 190, 24000000, 长鸿：韧劲+4.5%, 乳燕归巢宽度增加6%，命中单体目标时伤害增加4%，群体目标时伤害增加8%, 空
3207, 乳燕归巢·劲松, 7, 12, 280, 28800000, 长鸿：韧劲+5%, 乳燕归巢宽度增加7%，命中单体目标时伤害增加6%，群体目标时伤害增加12%, 空
3208, 乳燕归巢·劲松, 8, 16, 4, 96000000, 长鸿：韧劲+5.5%, 乳燕归巢宽度增加8%，命中单体目标时伤害增加8%，群体目标时伤害增加16%, 空
3209, 乳燕归巢·劲松, 9, 20, 0, 0, 长鸿：韧劲+6%, 乳燕归巢宽度增加9%，命中单体目标时伤害增加10%，群体目标时伤害增加20%, 改变唐门招式《乳燕归巢》表现
3300, 千魂裂·怀柔, 0, 0, 0, 0, 空, 空, 空
3301, 千魂裂·怀柔, 1, 0, 15, 2000000, 屏月：格挡+3%, 千魂裂机巧消耗降低1点, 空
3302, 千魂裂·怀柔, 2, 1, 30, 3500000, 屏月：格挡+3.5%, 千魂裂机巧消耗降低2点, 空
3303, 千魂裂·怀柔, 3, 2, 45, 5000000, 屏月：格挡+4%, 千魂裂机巧消耗降低3点, 空
3304, 千魂裂·怀柔, 4, 3, 2, 7500000, 屏月：格挡+4.5%, 千魂裂机巧消耗降低4点, 空
3305, 千魂裂·怀柔, 5, 5, 50, 10000000, 屏月：格挡+6.5%, 千魂裂机巧消耗降低5点，定力伤害提升5%, 空
3306, 千魂裂·怀柔, 6, 8, 100, 12500000, 屏月：格挡+7%, 千魂裂机巧消耗降低5点，定力伤害提升14%, 空
3307, 千魂裂·怀柔, 7, 12, 150, 15000000, 屏月：格挡+7.5%, 千魂裂机巧消耗降低5点，定力伤害提升23%, 空
3308, 千魂裂·怀柔, 8, 16, 2, 50000000, 屏月：格挡+8%, 千魂裂机巧消耗降低5点，定力伤害提升32%, 空
3309, 千魂裂·怀柔, 9, 20, 0, 0, 屏月：格挡+8%, 千魂裂机巧消耗降低5点，定力伤害提升41%, 改变唐门招式《千魂裂》表现
3400, 爆天星·观复, 0, 0, 0, 0, 空, 空, 空
3401, 爆天星·观复, 1, 0, 30, 3200000, 专情：命中+3%, 爆天星第二段打空时回复1点机巧，对霸体目标伤害提升5%, 空
3402, 爆天星·观复, 2, 1, 60, 5600000, 专情：命中+3.5%, 爆天星第二段打空时回复2点机巧，对霸体目标伤害提升8%, 空
3403, 爆天星·观复, 3, 2, 90, 8000000, 专情：命中+4%, 爆天星第二段打空时回复3点机巧，对霸体目标伤害提升11%, 空
3404, 爆天星·观复, 4, 3, 3, 12000000, 专情：命中+4.5%, 爆天星第二段打空时回复4点机巧，对霸体目标伤害提升14%, 空
3405, 爆天星·观复, 5, 5, 75, 16000000, 专情：命中+6.5%, 爆天星第二段打空时回复5点机巧，对霸体目标伤害提升20%, 空
3406, 爆天星·观复, 6, 8, 150, 20000000, 专情：命中+7%, 爆天星第二段打空时回复5点机巧，对霸体目标伤害提升26%, 空
3407, 爆天星·观复, 7, 12, 225, 24000000, 专情：命中+7.5%, 爆天星第二段打空时回复5点机巧，对霸体目标伤害提升32%, 空
3408, 爆天星·观复, 8, 16, 3, 80000000, 专情：命中+8%, 爆天星第二段打空时回复5点机巧，对霸体目标伤害提升38%, 空
3409, 爆天星·观复, 9, 20, 0, 0, 专情：命中+8%, 爆天星第二段打空时回复5点机巧，对霸体目标伤害提升44%, 改变唐门招式《爆天星》表现
3500, 暴雨梨花·观复, 0, 0, 0, 0, 空, 空, 空
3501, 暴雨梨花·观复, 1, 0, 115, 4600000, 犀照：会心率+3%, 暴雨梨花每一击命中回复1点机巧, 空
3502, 暴雨梨花·观复, 2, 1, 225, 8050000, 犀照：会心率+3.5%, 暴雨梨花每一击命中回复2点机巧, 空
3503, 暴雨梨花·观复, 3, 2, 340, 11500000, 犀照：会心率+4%, 暴雨梨花每一击命中回复3点机巧, 空
3504, 暴雨梨花·观复, 4, 3, 5, 17300000, 犀照：会心率+4.5%, 暴雨梨花每一击命中回复4点机巧, 空
3505, 暴雨梨花·观复, 5, 5, 120, 23050000, 犀照：会心率+5%, 暴雨梨花每一击命中回复5点机巧，二段伤害提高25%, 空
3506, 暴雨梨花·观复, 6, 8, 240, 28800000, 犀照：会心率+5.5%, 暴雨梨花每一击命中回复5点机巧，二段伤害提高40%, 空
3507, 暴雨梨花·观复, 7, 12, 350, 34550000, 犀照：会心率+6%, 暴雨梨花每一击命中回复5点机巧，二段伤害提高55%, 空
3508, 暴雨梨花·观复, 8, 16, 5, 115200000, 犀照：会心率+6.5%, 暴雨梨花每一击命中回复5点机巧，二段伤害提高70%, 空
3509, 暴雨梨花·观复, 9, 20, 0, 0, 犀照：会心率+7%, 暴雨梨花每一击命中回复5点机巧，二段伤害提高85%, 改变唐门招式《暴雨梨花》表现
3600, 道法天地·长辛, 0, 0, 0, 0, 空, 空, 空
3601, 道法天地·长辛, 1, 0, 15, 2000000, 屏月：格挡+3%, 道法天地，道法天地追加驱影，以及冲盈道法天地的伤害和定力伤害提高5%, 空
3602, 道法天地·长辛, 2, 1, 30, 3500000, 屏月：格挡+3.5%, 道法天地，道法天地追加驱影，以及冲盈道法天地的伤害和定力伤害提高7%, 空
3603, 道法天地·长辛, 3, 2, 45, 5000000, 屏月：格挡+4%, 道法天地，道法天地追加驱影，以及冲盈道法天地的伤害和定力伤害提高9%, 空
3604, 道法天地·长辛, 4, 3, 2, 7500000, 屏月：格挡+4.5%, 道法天地，道法天地追加驱影，以及冲盈道法天地的伤害和定力伤害提高11%, 空
3605, 道法天地·长辛, 5, 5, 50, 10000000, 屏月：格挡+6.5%, 道法天地，道法天地追加驱影，以及冲盈道法天地的伤害和定力伤害提高15%, 空
3606, 道法天地·长辛, 6, 8, 100, 12500000, 屏月：格挡+7%, 道法天地，道法天地追加驱影，以及冲盈道法天地的伤害和定力伤害提高17%, 空
3607, 道法天地·长辛, 7, 12, 150, 15000000, 屏月：格挡+7.5%, 道法天地，道法天地追加驱影，以及冲盈道法天地的伤害和定力伤害提高19%, 空
3608, 道法天地·长辛, 8, 16, 2, 50000000, 屏月：格挡+8%, 道法天地，道法天地追加驱影，以及冲盈道法天地的伤害和定力伤害提高21%, 空
3609, 道法天地·长辛, 9, 20, 0, 0, 屏月：格挡+8%, 道法天地，道法天地追加驱影，以及冲盈道法天地的伤害和定力伤害提高23%, 改变真武招式《道法天地》表现
3700, 和光同尘·怀柔, 0, 0, 0, 0, 空, 空, 空
3701, 和光同尘·怀柔, 1, 0, 30, 3200000, 专情：命中+3%, 和光同尘，和光同尘追加驱影，以及冲盈和光同尘每次命中回复1点定力, 空
3702, 和光同尘·怀柔, 2, 1, 60, 5600000, 专情：命中+3.5%, 和光同尘，和光同尘追加驱影，以及冲盈和光同尘每次命中回复2点定力, 空
3703, 和光同尘·怀柔, 3, 2, 90, 8000000, 专情：命中+4%, 和光同尘，和光同尘追加驱影，以及冲盈和光同尘每次命中回复3点定力, 空
3704, 和光同尘·怀柔, 4, 3, 3, 12000000, 专情：命中+4.5%, 和光同尘，和光同尘追加驱影，以及冲盈和光同尘每次命中回复4点定力, 空
3705, 和光同尘·怀柔, 5, 5, 75, 16000000, 专情：命中+6.5%, 和光同尘，和光同尘追加驱影，以及冲盈和光同尘每次命中回复5点定力，造成的伤害提升2.5%, 空
3706, 和光同尘·怀柔, 6, 8, 150, 20000000, 专情：命中+7%, 和光同尘，和光同尘追加驱影，以及冲盈和光同尘每次命中回复5点定力，造成的伤害提升5%, 空
3707, 和光同尘·怀柔, 7, 12, 225, 24000000, 专情：命中+7.5%, 和光同尘，和光同尘追加驱影，以及冲盈和光同尘每次命中回复5点定力，造成的伤害提升7.5%, 空
3708, 和光同尘·怀柔, 8, 16, 3, 80000000, 专情：命中+8%, 和光同尘，和光同尘追加驱影，以及冲盈和光同尘每次命中回复5点定力，造成的伤害提升10%, 空
3709, 和光同尘·怀柔, 9, 20, 0, 0, 专情：命中+8%, 和光同尘，和光同尘追加驱影，以及冲盈和光同尘每次命中回复5点定力，造成的伤害提升12.5%, 改变真武招式《和光同尘》表现
3800, 道生一剑·长辛, 0, 0, 0, 0, 空, 空, 空
3801, 道生一剑·长辛, 1, 0, 90, 3850000, 长鸿：韧劲+2%, 道生一剑伤害提升3%, 空
3802, 道生一剑·长辛, 2, 1, 180, 6700000, 长鸿：韧劲+2.5%, 道生一剑伤害提升6%, 空
3803, 道生一剑·长辛, 3, 2, 270, 9600000, 长鸿：韧劲+3%, 道生一剑伤害提升9%, 空
3804, 道生一剑·长辛, 4, 3, 4, 14400000, 长鸿：韧劲+3.5%, 道生一剑伤害提升12%, 空
3805, 道生一剑·长辛, 5, 5, 95, 19200000, 长鸿：韧劲+4%, 道生一剑伤害提升15%, 空
3806, 道生一剑·长辛, 6, 8, 190, 24000000, 长鸿：韧劲+4.5%, 道生一剑伤害提升18%, 空
3807, 道生一剑·长辛, 7, 12, 280, 28800000, 长鸿：韧劲+5%, 道生一剑伤害提升21%, 空
3808, 道生一剑·长辛, 8, 16, 4, 96000000, 长鸿：韧劲+5.5%, 道生一剑伤害提升24%, 空
3809, 道生一剑·长辛, 9, 20, 0, 0, 长鸿：韧劲+6%, 道生一剑伤害提升27%, 改变真武招式《道生一剑》表现
3900, 微明生灭·长辛, 0, 0, 0, 0, 空, 空, 空
3901, 微明生灭·长辛, 1, 0, 115, 4600000, 犀照：会心率+3%, 微明生灭命中对手时增加自身命中1%，持续2秒, 空
3902, 微明生灭·长辛, 2, 1, 225, 8050000, 犀照：会心率+3.5%, 微明生灭命中对手时增加自身命中2%，持续2秒, 空
3903, 微明生灭·长辛, 3, 2, 340, 11500000, 犀照：会心率+4%, 微明生灭命中对手时增加自身命中3%，持续2秒, 空
3904, 微明生灭·长辛, 4, 3, 5, 17300000, 犀照：会心率+4.5%, 微明生灭命中对手时增加自身命中4%，持续2秒, 空
3905, 微明生灭·长辛, 5, 5, 120, 23050000, 犀照：会心率+5%, 微明生灭伤害提升1%，命中对手时增加自身命中5%，持续2秒, 空
3906, 微明生灭·长辛, 6, 8, 240, 28800000, 犀照：会心率+5.5%, 微明生灭伤害提升3%，命中对手时增加自身命中6%，持续2秒, 空
3907, 微明生灭·长辛, 7, 12, 350, 34550000, 犀照：会心率+6%, 微明生灭伤害提升5%，命中对手时增加自身命中7%，持续2秒, 空
3908, 微明生灭·长辛, 8, 16, 5, 115200000, 犀照：会心率+6.5%, 微明生灭伤害提升7%，命中对手时增加自身命中8%，持续2秒, 空
3909, 微明生灭·长辛, 9, 20, 0, 0, 犀照：会心率+7%, 微明生灭伤害提升10%，命中对手时增加自身命中9%，持续2秒, 改变真武招式《微明生灭》表现
4000, 芳华一瞬·追月, 0, 0, 0, 0, 空, 空, 空
4001, 芳华一瞬·追月, 1, 0, 15, 2000000, 屏月：格挡+3%, 芳华一瞬命中后3秒内移动速度提升25%, 空
4002, 芳华一瞬·追月, 2, 1, 30, 3500000, 屏月：格挡+3.5%, 芳华一瞬命中后3秒内移动速度提升30%, 空
4003, 芳华一瞬·追月, 3, 2, 45, 5000000, 屏月：格挡+4%, 芳华一瞬命中后3秒内移动速度提升35%, 空
4004, 芳华一瞬·追月, 4, 3, 2, 7500000, 屏月：格挡+4.5%, 芳华一瞬命中后3秒内移动速度提升40%, 空
4005, 芳华一瞬·追月, 5, 5, 50, 10000000, 屏月：格挡+6.5%, 芳华一瞬伤害提升5%，命中后3秒内移动速度提升50%。, 空
4006, 芳华一瞬·追月, 6, 8, 100, 12500000, 屏月：格挡+7%, 芳华一瞬伤害提升10%，命中后3秒内移动速度提升50%。, 空
4007, 芳华一瞬·追月, 7, 12, 150, 15000000, 屏月：格挡+7.5%, 芳华一瞬伤害提升15%，命中后3秒内移动速度提升50%。, 空
4008, 芳华一瞬·追月, 8, 16, 2, 50000000, 屏月：格挡+8%, 芳华一瞬伤害提升20%，命中后3秒内移动速度提升50%。, 空
4009, 芳华一瞬·追月, 9, 20, 0, 0, 屏月：格挡+8%, 芳华一瞬伤害提升25%，命中后3秒内移动速度提升50%。, 改变天香招式《芳华一瞬》表现
4100, 伞舞旋·长辛, 0, 0, 0, 0, 空, 空, 空
4101, 伞舞旋·长辛, 1, 0, 115, 4600000, 犀照：会心率+3%, 伞舞旋定力伤害增加1%, 空
4102, 伞舞旋·长辛, 2, 1, 225, 8050000, 犀照：会心率+3.5%, 伞舞旋定力伤害增加2%, 空
4103, 伞舞旋·长辛, 3, 2, 340, 11500000, 犀照：会心率+4%, 伞舞旋定力伤害增加3%, 空
4104, 伞舞旋·长辛, 4, 3, 5, 17300000, 犀照：会心率+4.5%, 伞舞旋定力伤害增加4%, 空
4105, 伞舞旋·长辛, 5, 5, 120, 23050000, 犀照：会心率+5%, 伞舞旋定力伤害增加5%$$伤害增加1%, 空
4106, 伞舞旋·长辛, 6, 8, 240, 28800000, 犀照：会心率+5.5%, 伞舞旋定力伤害增加6%$$伤害增加2%, 空
4107, 伞舞旋·长辛, 7, 12, 350, 34550000, 犀照：会心率+6%, 伞舞旋定力伤害增加7%$$伤害增加3%, 空
4108, 伞舞旋·长辛, 8, 16, 5, 115200000, 犀照：会心率+6.5%, 伞舞旋定力伤害增加8%$$伤害增加4%, 空
4109, 伞舞旋·长辛, 9, 20, 0, 0, 犀照：会心率+7%, 伞舞旋定力伤害增加9%$$伤害增加5%, 改变天香招式《伞舞旋》表现
4200, 香意痕·长辛, 0, 0, 0, 0, 空, 空, 空
4201, 香意痕·长辛, 1, 0, 90, 3850000, 长鸿：韧劲+2%, 香意痕伤害增加1%, 空
4202, 香意痕·长辛, 2, 1, 180, 6700000, 长鸿：韧劲+2.5%, 香意痕伤害增加2%, 空
4203, 香意痕·长辛, 3, 2, 270, 9600000, 长鸿：韧劲+3%, 香意痕伤害增加3%, 空
4204, 香意痕·长辛, 4, 3, 4, 14400000, 长鸿：韧劲+3.5%, 香意痕伤害增加4%, 空
4205, 香意痕·长辛, 5, 5, 95, 19200000, 长鸿：韧劲+4%, 香意痕伤害增加5%，香意痕每次命中对手恢复自身定力，最多回复9点, 空
4206, 香意痕·长辛, 6, 8, 190, 24000000, 长鸿：韧劲+4.5%, 香意痕伤害增加6%，香意痕每次命中对手恢复自身定力，最多回复15点, 空
4207, 香意痕·长辛, 7, 12, 280, 28800000, 长鸿：韧劲+5%, 香意痕伤害增加7%，香意痕每次命中对手恢复自身定力，最多回复21点, 空
4208, 香意痕·长辛, 8, 16, 4, 96000000, 长鸿：韧劲+5.5%, 香意痕伤害增加8%，香意痕每次命中对手恢复自身定力，最多回复27点, 空
4209, 香意痕·长辛, 9, 20, 0, 0, 长鸿：韧劲+6%, 香意痕伤害增加9%，香意痕每次命中对手恢复自身定力，最多回复36点, 改变天香招式《香意痕》表现
4300, 国色天香·观复, 0, 0, 0, 0, 空, 空, 空
4301, 国色天香·观复, 1, 0, 30, 3200000, 专情：命中+3%, 国色天香触发时回复2点香意, 空
4302, 国色天香·观复, 2, 1, 60, 5600000, 专情：命中+3.5%, 国色天香触发时回复4点香意, 空
4303, 国色天香·观复, 3, 2, 90, 8000000, 专情：命中+4%, 国色天香触发时回复6点香意, 空
4304, 国色天香·观复, 4, 3, 3, 12000000, 专情：命中+4.5%, 国色天香触发时回复8点香意, 空
4305, 国色天香·观复, 5, 5, 75, 16000000, 专情：命中+6.5%, 国色天香触发时回复10点香意，调息时间降低5秒, 空
4306, 国色天香·观复, 6, 8, 150, 20000000, 专情：命中+7%, 国色天香触发时回复10点香意，调息时间降低10秒, 空
4307, 国色天香·观复, 7, 12, 225, 24000000, 专情：命中+7.5%, 国色天香触发时回复10点香意，调息时间降低15秒, 空
4308, 国色天香·观复, 8, 16, 3, 80000000, 专情：命中+8%, 国色天香触发时回复10点香意，调息时间降低20秒, 空
4309, 国色天香·观复, 9, 20, 0, 0, 专情：命中+8%, 国色天香触发时回复10点香意，调息时间降低25秒, 改变天香招式《国色天香》表现
4400, 索命诀·长辛, 0, 0, 0, 0, 空, 空, 空
4401, 索命诀·长辛, 1, 0, 115, 4600000, 犀照：会心率+3%, 索命诀定力伤害增加2%, 空
4402, 索命诀·长辛, 2, 1, 225, 8050000, 犀照：会心率+3.5%, 索命诀定力伤害增加4%, 空
4403, 索命诀·长辛, 3, 2, 340, 11500000, 犀照：会心率+4%, 索命诀定力伤害增加6%, 空
4404, 索命诀·长辛, 4, 3, 5, 17300000, 犀照：会心率+4.5%, 索命诀定力伤害增加8%, 空
4405, 索命诀·长辛, 5, 5, 120, 23050000, 犀照：会心率+5%, 索命诀定力伤害增加10%$$40%触发噬魂蛊$$潜行状态锁定目标时，也会触发噬魂蛊效果, 空
4406, 索命诀·长辛, 6, 8, 240, 28800000, 犀照：会心率+5.5%, 索命诀定力伤害增加12%$$50%触发噬魂蛊$$潜行状态锁定目标时，也会触发噬魂蛊效果, 空
4407, 索命诀·长辛, 7, 12, 350, 34550000, 犀照：会心率+6%, 索命诀定力伤害增加14%$$60%触发噬魂蛊$$潜行状态锁定目标时，也会触发噬魂蛊效果, 空
4408, 索命诀·长辛, 8, 16, 5, 115200000, 犀照：会心率+6.5%, 索命诀定力伤害增加16%$$70%触发噬魂蛊$$潜行状态锁定目标时，也会触发噬魂蛊效果, 空
4409, 索命诀·长辛, 9, 20, 0, 0, 犀照：会心率+7%, 索命诀定力伤害增加18%$$100%触发噬魂蛊$$潜行状态锁定目标时，也会触发噬魂蛊效果, 改变五毒招式《索命诀》表现
4500, 灵蛇刺骨·劲松, 0, 0, 0, 0, 空, 空, 空
4501, 灵蛇刺骨·劲松, 1, 0, 15, 2000000, 屏月：格挡+3%, 灵蛇刺骨距离延长0.4米, 空
4502, 灵蛇刺骨·劲松, 2, 1, 30, 3500000, 屏月：格挡+3.5%, 灵蛇刺骨距离延长0.8米, 空
4503, 灵蛇刺骨·劲松, 3, 2, 45, 5000000, 屏月：格挡+4%, 灵蛇刺骨距离延长1.2米, 空
4504, 灵蛇刺骨·劲松, 4, 3, 2, 7500000, 屏月：格挡+4.5%, 灵蛇刺骨距离延长1.6米, 空
4505, 灵蛇刺骨·劲松, 5, 5, 50, 10000000, 屏月：格挡+6.5%, 灵蛇刺骨距离延长2米, 空
4506, 灵蛇刺骨·劲松, 6, 8, 100, 12500000, 屏月：格挡+7%, 灵蛇刺骨距离延长2米，命中时有40%几率触发噬魂蛊, 空
4507, 灵蛇刺骨·劲松, 7, 12, 150, 15000000, 屏月：格挡+7.5%, 灵蛇刺骨距离延长2米，命中时有55%几率触发噬魂蛊, 空
4508, 灵蛇刺骨·劲松, 8, 16, 2, 50000000, 屏月：格挡+8%, 灵蛇刺骨距离延长2米，命中时有70%几率触发噬魂蛊, 空
4509, 灵蛇刺骨·劲松, 9, 20, 0, 0, 屏月：格挡+8%, 灵蛇刺骨距离延长2米，命中时有85%几率触发噬魂蛊, 改变五毒招式《灵蛇刺骨》表现
4600, 黑雾刀法·长辛, 0, 0, 0, 0, 空, 空, 空
4601, 黑雾刀法·长辛, 1, 0, 90, 3850000, 长鸿：韧劲+2%, 黑雾刀法伤害提升5%, 空
4602, 黑雾刀法·长辛, 2, 1, 180, 6700000, 长鸿：韧劲+2.5%, 黑雾刀法伤害提升10%, 空
4603, 黑雾刀法·长辛, 3, 2, 270, 9600000, 长鸿：韧劲+3%, 黑雾刀法伤害提升15%, 空
4604, 黑雾刀法·长辛, 4, 3, 4, 14400000, 长鸿：韧劲+3.5%, 黑雾刀法伤害提升20%, 空
4605, 黑雾刀法·长辛, 5, 5, 95, 19200000, 长鸿：韧劲+4%, 黑雾刀法伤害提升25%定力伤害提高5%, 空
4606, 黑雾刀法·长辛, 6, 8, 190, 24000000, 长鸿：韧劲+4.5%, 黑雾刀法伤害提升30%定力伤害提高10%, 空
4607, 黑雾刀法·长辛, 7, 12, 280, 28800000, 长鸿：韧劲+5%, 黑雾刀法伤害提升35%定力伤害提高15%, 空
4608, 黑雾刀法·长辛, 8, 16, 4, 96000000, 长鸿：韧劲+5.5%, 黑雾刀法伤害提升40%定力伤害提高20%, 空
4609, 黑雾刀法·长辛, 9, 20, 0, 0, 长鸿：韧劲+6%, 黑雾刀法伤害提升45%定力伤害提高25%, 改变五毒招式《黑雾刀法》表现
4700, 飞雀夺怀·天罡, 0, 0, 0, 0, 空, 空, 空
4701, 飞雀夺怀·天罡, 1, 0, 30, 3200000, 专情：命中+3%, 飞雀夺怀命中多个敌人时，每额外攻击到一人，在6秒内获得8%伤害降低效果，最多获得40%减伤, 空
4702, 飞雀夺怀·天罡, 2, 1, 60, 5600000, 专情：命中+3.5%, 飞雀夺怀命中多个敌人时，每额外攻击到一人，在6秒内获得9%伤害降低效果，最多获得45%减伤, 空
4703, 飞雀夺怀·天罡, 3, 2, 90, 8000000, 专情：命中+4%, 飞雀夺怀命中多个敌人时，每额外攻击到一人，在6秒内获得10%伤害降低效果，最多获得50%减伤, 空
4704, 飞雀夺怀·天罡, 4, 3, 3, 12000000, 专情：命中+4.5%, 飞雀夺怀命中多个敌人时，每额外攻击到一人，在6秒内获得11%伤害降低效果，最多获得55%减伤, 空
4705, 飞雀夺怀·天罡, 5, 5, 75, 16000000, 专情：命中+6.5%, 飞雀夺怀命中多个敌人时，每额外攻击到一人，在6秒内获得12%伤害降低效果，最多获得60%减伤；对带有噬魂蛊的目标，追踪半径提高1米, 空
4706, 飞雀夺怀·天罡, 6, 8, 150, 20000000, 专情：命中+7%, 飞雀夺怀命中多个敌人时，每额外攻击到一人，在6秒内获得12%伤害降低效果，最多获得60%减伤；对带有噬魂蛊的目标，追踪半径提高2米, 空
4707, 飞雀夺怀·天罡, 7, 12, 225, 24000000, 专情：命中+7.5%, 飞雀夺怀命中多个敌人时，每额外攻击到一人，在6秒内获得12%伤害降低效果，最多获得60%减伤；对带有噬魂蛊的目标，追踪半径提高4米, 空
4708, 飞雀夺怀·天罡, 8, 16, 3, 80000000, 专情：命中+8%, 飞雀夺怀命中多个敌人时，每额外攻击到一人，在6秒内获得12%伤害降低效果，最多获得60%减伤；对带有噬魂蛊的目标，追踪半径提高6米, 空
4709, 飞雀夺怀·天罡, 9, 20, 0, 0, 专情：命中+8%, 飞雀夺怀命中多个敌人时，每额外攻击到一人，在6秒内获得12%伤害降低效果，最多获得60%减伤；对带有噬魂蛊的目标，追踪半径提高8米, 改变五毒招式《飞雀夺怀》表现
4800, 断中流·长辛, 0, 0, 0, 0, 空, 空, 空
4801, 断中流·长辛, 1, 0, 30, 3200000, 专情：命中+3%, 断中流伤害提升3%, 空
4802, 断中流·长辛, 2, 1, 60, 5600000, 专情：命中+3.5%, 断中流伤害提升4%, 空
4803, 断中流·长辛, 3, 2, 90, 8000000, 专情：命中+4%, 断中流伤害提升5%, 空
4804, 断中流·长辛, 4, 3, 3, 12000000, 专情：命中+4.5%, 断中流伤害提升6%, 空
4805, 断中流·长辛, 5, 5, 75, 16000000, 专情：命中+6.5%, 断中流伤害提升10%, 空
4806, 断中流·长辛, 6, 8, 150, 20000000, 专情：命中+7%, 断中流伤害提升12%, 空
4807, 断中流·长辛, 7, 12, 225, 24000000, 专情：命中+7.5%, 断中流伤害提升14%, 空
4808, 断中流·长辛, 8, 16, 3, 80000000, 专情：命中+8%, 断中流伤害提升16%, 空
4809, 断中流·长辛, 9, 20, 0, 0, 专情：命中+8%, 断中流伤害提升18%, 改变神刀招式《断中流》表现
4900, 狂风刀·天罡, 0, 0, 0, 0, 空, 空, 空
